year,program,artist,appearances,song,tags,type,origin,associated_acts
2015,NHK紅白歌合戦,AAA,6.0,恋音と雨空,,Group,Japan,
2015,NHK紅白歌合戦,AKB48,8.0,AKB48 紅白2015 SP 〜10周年記念メドレー〜[※ 13],"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2015,NHK紅白歌合戦,BUMP OF CHICKEN,1.0,ray[※ 15][※ 9],"j-pop, j-rock, anime",Group,,MOR （音楽プロデューサー）
2015,NHK紅白歌合戦,E-girls,3.0,Dance Dance Dance,j-pop,Group,New Jersey,
2015,NHK紅白歌合戦,EXILE,11.0,EXILE 紅白スペシャル2015[※ 14],"j-pop, j-r&b",Group,,
2015,NHK紅白歌合戦,MISIA,2.0,オルフェンズの涙[※ 20],,femaleソロ,Tsushima,鷺巣詩郎黒田卓也エリカ・バドゥマーカス・ミラーなど
2015,NHK紅白歌合戦,NMB48,3.0,365日の紙飛行機,"c-pop, j-pop",Group,Namba,秋元康（プロデューサー）剱持嘉一AKB48グループ
2015,NHK紅白歌合戦,Perfume,8.0,Pick Me Up,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2015,NHK紅白歌合戦,SEKAI NO OWARI,2.0,プレゼント,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2015,NHK紅白歌合戦,SMAP,23.0,This is SMAP メドレー[※ 21],traditional music,Group,,
2015,NHK紅白歌合戦,Sexy Zone[※ 1],3.0,ニッポン Cha-Cha-Cha チャンピオン,,maleソロ,Kōchi,
2015,NHK紅白歌合戦,Superfly,1.0,Beautiful,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2015,NHK紅白歌合戦,TOKIO,22.0,AMBITIOUS JAPAN!,,Group,,
2015,NHK紅白歌合戦,V6,2.0,ザッツ!V6メドレー[※ 16],pop punk,Group,,
2015,NHK紅白歌合戦,X JAPAN,6.0,紅白スペシャルメドレー 〜We are X !〜[※ 18],"visual kei, j-rock, j-pop",Group,Tateyama,津田直士
2015,NHK紅白歌合戦,miwa,3.0,fighting-φ-girls,"j-pop, anime",femaleソロ,Hayama,NAOKI-TQuatre-M
2015,NHK紅白歌合戦,μ's,1.0,それは僕たちの奇跡,spoken word,Group,,畑亜貴（作詞）
2015,NHK紅白歌合戦,いきものがかり,8.0,ありがとう,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2015,NHK紅白歌合戦,ゆず,6.0,かける,"j-pop, anime",Group,Yokohama,
2015,NHK紅白歌合戦,ゲスの極み乙女。,1.0,私以外私じゃないの,"japanese indie, j-rock, j-pop",Group,Tokyo,
2015,NHK紅白歌合戦,ゴールデンボンバー,4.0,女々しくて,visual kei,Group,,tatsuo（everset）
2015,NHK紅白歌合戦,レベッカ,1.0,フレンズ,,maleソロ,Kōchi,
2015,NHK紅白歌合戦,三代目 J Soul Brothers,4.0,Summer Madness,,Group,Japan,HIRO
2015,NHK紅白歌合戦,三山ひろし,1.0,お岩木山,"enka, kayokyoku",maleソロ,Nankoku,
2015,NHK紅白歌合戦,乃木坂46,1.0,君の名は希望,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2015,NHK紅白歌合戦,五木ひろし,45.0,千曲川,"enka, kayokyoku",maleソロ,Kyoto,
2015,NHK紅白歌合戦,今井美樹,2.0,PIECE OF MY WISH,"kayokyoku, city pop, j-pop, enka",femaleソロ,Takanabe,布袋寅泰
2015,NHK紅白歌合戦,伍代夏子,22.0,東京五輪音頭,"enka, kayokyoku",femaleソロ,Shibuya,
2015,NHK紅白歌合戦,和田アキ子,39.0,笑って許して,"kayokyoku, enka, j-pop, city pop, j-r&b",femaleソロ,Ikuno-ku,
2015,NHK紅白歌合戦,坂本冬美,27.0,祝い酒,"enka, kayokyoku",femaleソロ,Kamitonda,
2015,NHK紅白歌合戦,大原櫻子,1.0,瞳,,femaleソロ,,亀田誠治小名川高弘
2015,NHK紅白歌合戦,天童よしみ,20.0,人生一路[※ 6],"enka, kayokyoku, japanese classical",femaleソロ,Tanabe,
2015,NHK紅白歌合戦,小林幸子,34.0,千本桜,"enka, kayokyoku",femaleソロ,Chūō-ku,
2015,NHK紅白歌合戦,山内惠介,1.0,スポットライト,,maleソロ,Itoshima,
2015,NHK紅白歌合戦,島津亜矢,2.0,帰らんちゃよか,"enka, kayokyoku",femaleソロ,Kita-ku,
2015,NHK紅白歌合戦,嵐,7.0,New Year's Eve Medley 2015[※ 12],,Group,Honolulu,
2015,NHK紅白歌合戦,德永英明,10.0,時代,,maleソロ,Yanagawa,
2015,NHK紅白歌合戦,星野源,1.0,SUN,,maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2015,NHK紅白歌合戦,松田聖子,19.0,赤いスイートピー,"kayokyoku, city pop, enka, j-pop",femaleソロ,Kurume,"若松宗雄（1980年 - 1989年, 2000年 - 2003年）大村雅朗（1980年 - 1989年）[4]松本隆（1981年 - 1988年, 1999年, 2015年）小倉良（1992年 - 1998年, 2000年, 2002年, 2005年 - 2015年）原田真二（2000年 - 2004年）"
2015,NHK紅白歌合戦,森進一,48.0,おふくろさん,,maleソロ,Kōfu,
2015,NHK紅白歌合戦,椎名林檎,3.0,長く短い祭 〜ここは地獄か天国か篇〜[※ 11],,femaleソロ,Fukuoka,東京事変亀田誠治斎藤ネコ井上雨迩中山信彦村田陽一児玉裕一
2015,NHK紅白歌合戦,水森かおり,13.0,大和路の恋,"enka, kayokyoku",femaleソロ,Kita,
2015,NHK紅白歌合戦,氷川きよし,16.0,男花,"enka, anime, kayokyoku",maleソロ,Minami-ku,
2015,NHK紅白歌合戦,石川さゆり,38.0,津軽海峡・冬景色,"enka, kayokyoku",femaleソロ,Kumamoto,
2015,NHK紅白歌合戦,福山雅治,8.0,デビュー25周年スペシャルメドレー[※ 7][※ 8][※ 9],"j-pop, kayokyoku",maleソロ,Nagasaki,井上鑑KOH+
2015,NHK紅白歌合戦,細川たかし,39.0,心のこり,"enka, kayokyoku",maleソロ,Makkari,三橋美智也
2015,NHK紅白歌合戦,美輪明宏,4.0,ヨイトマケの唄,"kayokyoku, enka",maleソロ,Nagasaki,
2015,NHK紅白歌合戦,藤あや子,21.0,曼珠沙華,"enka, kayokyoku",femaleソロ,Semboku,
2015,NHK紅白歌合戦,西野カナ,6.0,トリセツ,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2015,NHK紅白歌合戦,近藤真彦,10.0,ギンギラギンにさりげなく,,maleソロ,Nagoya,
2015,NHK紅白歌合戦,郷ひろみ,28.0,2億4千万の瞳-エキゾチック・ジャパン-,"kayokyoku, enka, j-pop, city pop",maleソロ,Sue,酒井政利筒美京平萩田光雄井上鑑坂本龍一大村雅朗唐木裕史
2015,NHK紅白歌合戦,関ジャニ∞[※ 5],4.0,前向きスクリーム!,,maleソロ,Kōchi,
2015,NHK紅白歌合戦,髙橋真梨子,3.0,五番街のマリーへ2015[※ 22],,femaleソロ,Hatsukaichi,ヘンリー広瀬ペドロ&カプリシャス
2015,NHK紅白歌合戦,,0.0,アニメ紅白[※ 4],j-pop,maleソロ,Kōchi,
2015,NHK紅白歌合戦,,0.0,ザッツ・SHOWTIME〜星に願いを〜[25][※ 10],j-pop,maleソロ,Kōchi,
2015,NHK紅白歌合戦,,0.0,花は咲く,j-pop,maleソロ,Kōchi,
2015,ベストアーティスト,AI,,,cumbia,femaleソロ,Los Angeles,
2015,ベストアーティスト,AKB48,,,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2015,ベストアーティスト,BREAKERZ,,,"anime, visual kei, j-rock",Group,,
2015,ベストアーティスト,E-girls,,,j-pop,Group,New Jersey,
2015,ベストアーティスト,EXILE,,,"j-pop, j-r&b",Group,,
2015,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"j-pop, anime",Group,Japan,
2015,ベストアーティスト,HKT48,,,"c-pop, j-pop",Group,Fukuoka,秋元康（プロデューサー）AKB48グループ
2015,ベストアーティスト,Hey! Say! JUMP,,,j-pop,Group,,
2015,ベストアーティスト,JUJU,,,"j-pop, kayokyoku, j-r&b",femaleソロ,Shōbara,
2015,ベストアーティスト,KABA.ちゃん,,,,maleソロ,Kōchi,
2015,ベストアーティスト,KANA-BOON,,,"anime, j-rock, j-pop",Group,Sakai,
2015,ベストアーティスト,KAT-TUN,,,j-pop,Group,,
2015,ベストアーティスト,KinKi Kids,,,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2015,ベストアーティスト,NEWS,,,classical,Group,Tokyo,
2015,ベストアーティスト,NMB48,,,"c-pop, j-pop",Group,Namba,秋元康（プロデューサー）剱持嘉一AKB48グループ
2015,ベストアーティスト,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2015,ベストアーティスト,SEKAI NO OWARI,,,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2015,ベストアーティスト,Superfly,,,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2015,ベストアーティスト,TOKIO,,,,Group,,
2015,ベストアーティスト,V6,,,pop punk,Group,,
2015,ベストアーティスト,aiko,,,,femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2015,ベストアーティスト,いきものがかり,,,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2015,ベストアーティスト,きゃりーぱみゅぱみゅ,,,j-pop,femaleソロ,Nishitōkyō,中田ヤスタカ増田セバスチャンMAIKO
2015,ベストアーティスト,クリス松村,,,,maleソロ,Kōchi,
2015,ベストアーティスト,ゲスの極み乙女。,,,"japanese indie, j-rock, j-pop",Group,Tokyo,
2015,ベストアーティスト,ジャニーズWEST,,,,maleソロ,Kōchi,
2015,ベストアーティスト,ナオト・インティライミ,,,,maleソロ,,
2015,ベストアーティスト,ポルノグラフィティ,,,,Group,,田村充義
2015,ベストアーティスト,三代目 J Soul Brothers from EXILE TRIBE,,,,Group,Japan,HIRO
2015,ベストアーティスト,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2015,ベストアーティスト,山本彩,,,,femaleソロ,Osaka,亀田誠治小名川高弘剱持嘉一
2015,ベストアーティスト,嵐,,,,Group,Honolulu,
2015,ベストアーティスト,平井堅,,,"j-pop, j-r&b",maleソロ,Higashiōsaka,
2015,ベストアーティスト,星野源,,,,maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2015,ベストアーティスト,槇原敬之,,,j-pop,maleソロ,Takatsuki,
2015,ベストアーティスト,氣志團,,,j-rock,Group,,阿部義晴
2015,ベストアーティスト,浜田ばみゅばみゅ,,,,maleソロ,,
2015,ベストアーティスト,秦基博,,,anime,maleソロ,Nichinan,上田禎亀田誠治島田昌典福耳
2015,ベストアーティスト,西内まりや,,,,femaleソロ,Izumo,
2015,ベストアーティスト,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2015,ベストアーティスト,関ジャニ∞,,,,maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,AI,,,cumbia,femaleソロ,Los Angeles,
2015,ミュージックステーションスーパーライブ,AKB48,,,"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2015,ミュージックステーションスーパーライブ,BABYMETAL,,,j-rock,Group,Tokyo,KOBAMETAL（プロデュース）
2015,ミュージックステーションスーパーライブ,BoA,,,,femaleソロ,Guri,GOT the beat
2015,ミュージックステーションスーパーライブ,E-girls,,,j-pop,Group,New Jersey,
2015,ミュージックステーションスーパーライブ,EXILE,,,"j-pop, j-r&b",Group,,
2015,ミュージックステーションスーパーライブ,GENERATIONS,,,"j-pop, anime",maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,Hey! Say! JUMP,,,j-pop,Group,,
2015,ミュージックステーションスーパーライブ,JUJU,,,"j-pop, kayokyoku, j-r&b",femaleソロ,Shōbara,
2015,ミュージックステーションスーパーライブ,KAT-TUN,,,j-pop,Group,,
2015,ミュージックステーションスーパーライブ,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2015,ミュージックステーションスーパーライブ,L'Arc〜en〜Ciel,,,,Group,Osaka,"岡野ハジメ（共同プロデューサー, 1996年 - ）"
2015,ミュージックステーションスーパーライブ,Mr.Children,,,"j-pop, kayokyoku, j-rock",Group,Shibuya,小林武史（1992年 - 2014年)
2015,ミュージックステーションスーパーライブ,Perfume,,,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2015,ミュージックステーションスーパーライブ,SEKAI NO OWARI,,,"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2015,ミュージックステーションスーパーライブ,SMAP,,,traditional music,Group,,
2015,ミュージックステーションスーパーライブ,Sexy Zone,,,,maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,Superfly,,,j-pop,Group,,蔦谷好位置多保孝一松岡モトキ
2015,ミュージックステーションスーパーライブ,TOKIO,,,,Group,,
2015,ミュージックステーションスーパーライブ,X JAPAN,,,"visual kei, j-rock, j-pop",Group,Tateyama,津田直士
2015,ミュージックステーションスーパーライブ,YUKI,,,,femaleソロ,Hakodate,agehasprings玉井健二蔦谷好位置JUDY AND MARY前田佑
2015,ミュージックステーションスーパーライブ,aiko,,,,femaleソロ,Suita,島田昌典OSTER projectトオミヨウ
2015,ミュージックステーションスーパーライブ,back number,,,"j-pop, j-rock",Group,Gunma,
2015,ミュージックステーションスーパーライブ,miwa,,,"j-pop, anime",femaleソロ,Hayama,NAOKI-TQuatre-M
2015,ミュージックステーションスーパーライブ,いきものがかり,,,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2015,ミュージックステーションスーパーライブ,きゃりーぱみゅぱみゅ,,,j-pop,femaleソロ,Nishitōkyō,中田ヤスタカ増田セバスチャンMAIKO
2015,ミュージックステーションスーパーライブ,ゆず,,,"j-pop, anime",Group,Yokohama,
2015,ミュージックステーションスーパーライブ,ゲスの極み乙女。,,,"japanese indie, j-rock, j-pop",Group,Tokyo,
2015,ミュージックステーションスーパーライブ,コブクロ,,,,Group,,
2015,ミュージックステーションスーパーライブ,ゴールデンボンバー,,,visual kei,Group,,tatsuo（everset）
2015,ミュージックステーションスーパーライブ,ジャニーズWEST,,,,maleソロ,Kōchi,
2015,ミュージックステーションスーパーライブ,ナオト・インティライミ,,,,maleソロ,,
2015,ミュージックステーションスーパーライブ,ポルノグラフィティ,,,,Group,,田村充義
2015,ミュージックステーションスーパーライブ,三代目 J Soul Brothers,,,,Group,Japan,HIRO
2015,ミュージックステーションスーパーライブ,乃木坂46,,,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2015,ミュージックステーションスーパーライブ,家入レオ,,,,femaleソロ,,西尾芳彦
2015,ミュージックステーションスーパーライブ,嵐,,,,Group,Honolulu,
2015,ミュージックステーションスーパーライブ,星野源,,,,maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2015,ミュージックステーションスーパーライブ,秦基博,,,anime,maleソロ,Nichinan,上田禎亀田誠治島田昌典福耳
2015,ミュージックステーションスーパーライブ,稲葉浩志,,,,maleソロ,Tsuyama,松本孝弘（B'z）
2015,ミュージックステーションスーパーライブ,西野カナ,,,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2015,ミュージックステーションスーパーライブ,関ジャニ∞,,,,maleソロ,Kōchi,
2016,NHK紅白歌合戦,AAA,7.0,ハリケーン・リリ、ボストン・マリ,,Group,Japan,
2016,NHK紅白歌合戦,AI,2.0,みんながみんな英雄,cumbia,femaleソロ,Los Angeles,
2016,NHK紅白歌合戦,AKB48,9.0,夢の紅白選抜SPメドレー[※ 12],"j-pop, c-pop",Group,Akihabara,秋元康（総合プロデューサー）AKB48グループ
2016,NHK紅白歌合戦,E-girls,4.0,DANCE WITH ME NOW!,j-pop,Group,New Jersey,
2016,NHK紅白歌合戦,KinKi Kids,1.0,硝子の少年,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2016,NHK紅白歌合戦,PUFFY,1.0,PUFFY 20周年紅白スペシャル[※ 2],"kayokyoku, j-pop, shibuya-kei",Group,Tokyo,奥田民生アンディ・スターマー
2016,NHK紅白歌合戦,Perfume,9.0,FLASH,"j-pop, shibuya-kei",Group,Minami-ku,中田ヤスタカMIKIKO
2016,NHK紅白歌合戦,RADIO FISH,1.0,PERFECT HUMAN,j-pop,maleソロ,Dalkeith,KOJIKARU
2016,NHK紅白歌合戦,RADWIMPS,1.0,前前前世 [original ver.],"anime, j-pop, j-rock",Group,Yokohama,
2016,NHK紅白歌合戦,SEKAI NO OWARI,3.0,Hey Ho from RPG[※ 6],"j-pop, anime",Group,Tokyo,CHRYSANTHEMUM BRIDGE小林武史
2016,NHK紅白歌合戦,Sexy Zone[※ 4],4.0,よびすて 紅白'16,,maleソロ,Kōchi,
2016,NHK紅白歌合戦,THE YELLOW MONKEY,1.0,JAM,"j-rock, j-pop, kayokyoku, visual kei",Group,Tokyo,
2016,NHK紅白歌合戦,TOKIO[※ 7],23.0,宙船（そらふね）,,Group,,
2016,NHK紅白歌合戦,V6,3.0,Smile! メドレー[※ 8],pop punk,Group,,
2016,NHK紅白歌合戦,X JAPAN,7.0,紅,"visual kei, j-rock, j-pop",Group,Tateyama,津田直士
2016,NHK紅白歌合戦,miwa,4.0,結 -ゆい-,"j-pop, anime",femaleソロ,Hayama,NAOKI-TQuatre-M
2016,NHK紅白歌合戦,いきものがかり,9.0,SAKURA,,Group,Kanagawa,本間昭光亀田誠治島田昌典江口亮
2016,NHK紅白歌合戦,ゆず,7.0,見上げてごらん夜の星を 〜ぼくらのうた〜,"j-pop, anime",Group,Yokohama,
2016,NHK紅白歌合戦,ピコ太郎,0.0,PPAP（ペンパイナッポーアッポーペン）,,maleソロ,Aomori,
2016,NHK紅白歌合戦,三代目 J Soul Brothers,5.0,Welcome to TOKYO,,Group,Japan,HIRO
2016,NHK紅白歌合戦,三山ひろし,2.0,四万十川〜けん玉大使編〜,"enka, kayokyoku",maleソロ,Nankoku,
2016,NHK紅白歌合戦,乃木坂46,2.0,サヨナラの意味,kayokyoku,Group,Minato,Sony Music Entertainment秋元康
2016,NHK紅白歌合戦,五木ひろし,46.0,九頭竜川,"enka, kayokyoku",maleソロ,Kyoto,
2016,NHK紅白歌合戦,坂本冬美,28.0,夜桜お七,"enka, kayokyoku",femaleソロ,Kamitonda,
2016,NHK紅白歌合戦,大竹しのぶ,1.0,愛の讃歌,,femaleソロ,Shinagawa,
2016,NHK紅白歌合戦,天童よしみ,21.0,あんたの花道,"enka, kayokyoku, japanese classical",femaleソロ,Tanabe,
2016,NHK紅白歌合戦,宇多田ヒカル,1.0,花束を君に [※ 15],"j-pop, j-r&b, anime",non-binaryソロ,Manhattan,A・G・クック小袋成彬スティーヴ・フィッツモーリス
2016,NHK紅白歌合戦,山内惠介,2.0,流転の波止場〜究極の貴公子編〜,,maleソロ,Itoshima,
2016,NHK紅白歌合戦,島津亜矢,3.0,川の流れのように,"enka, kayokyoku",femaleソロ,Kita-ku,
2016,NHK紅白歌合戦,嵐,8.0,嵐×紅白スペシャルメドレー[※ 16],,Group,Honolulu,
2016,NHK紅白歌合戦,市川由紀乃,1.0,心かさねて,"enka, kayokyoku",femaleソロ,Saitama,
2016,NHK紅白歌合戦,星野源,2.0,恋,,maleソロ,Saitama,"SAKEROCK（2000年 - 2015年）河村""カースケ""智康ハマ・オカモト長岡亮介ほか"
2016,NHK紅白歌合戦,松田聖子,20.0,薔薇のように咲いて 桜のように散って,"kayokyoku, city pop, enka, j-pop",femaleソロ,Kurume,"若松宗雄（1980年 - 1989年, 2000年 - 2003年）大村雅朗（1980年 - 1989年）[4]松本隆（1981年 - 1988年, 1999年, 2015年）小倉良（1992年 - 1998年, 2000年, 2002年, 2005年 - 2015年）原田真二（2000年 - 2004年）"
2016,NHK紅白歌合戦,桐谷健太,1.0,海の声〜みんなの海の声バージョン〜,j-pop,maleソロ,Kita-ku,
2016,NHK紅白歌合戦,椎名林檎,4.0,青春の瞬き -FROM NEO TOKYO 2016-[※ 7],,femaleソロ,Fukuoka,東京事変亀田誠治斎藤ネコ井上雨迩中山信彦村田陽一児玉裕一
2016,NHK紅白歌合戦,欅坂46[※ 3],1.0,サイレントマジョリティー,,Group,,Sony Music Entertainment秋元康（プロデューサー）
2016,NHK紅白歌合戦,水森かおり,14.0,越後水原〜白鳥飛翔〜,"enka, kayokyoku",femaleソロ,Kita,
2016,NHK紅白歌合戦,氷川きよし,17.0,白雲の城[※ 14],"enka, anime, kayokyoku",maleソロ,Minami-ku,
2016,NHK紅白歌合戦,渡辺直美,0.0,Crazy in Love,,femaleソロ,Seika,
2016,NHK紅白歌合戦,石川さゆり,39.0,天城越え,"enka, kayokyoku",femaleソロ,Kumamoto,
2016,NHK紅白歌合戦,福山雅治,9.0,2016スペシャルメドレー[※ 11],"j-pop, kayokyoku",maleソロ,Nagasaki,井上鑑KOH+
2016,NHK紅白歌合戦,福田こうへい,3.0,東京五輪音頭,,maleソロ,Shizukuishi,
2016,NHK紅白歌合戦,絢香,8.0,三日月,"j-pop, kayokyoku",femaleソロ,Moriguchi,西尾芳彦
2016,NHK紅白歌合戦,西野カナ,7.0,Dear Bride,j-pop,femaleソロ,Matsusaka,GIORGIO 13 CANCEMIDJ Mass MAD Izm*山口隆志
2016,NHK紅白歌合戦,郷ひろみ,29.0,言えないよ,"kayokyoku, enka, j-pop, city pop",maleソロ,Sue,酒井政利筒美京平萩田光雄井上鑑坂本龍一大村雅朗唐木裕史
2016,NHK紅白歌合戦,関ジャニ∞[※ 1],5.0,ズッコケ男道〜紅白で夢を歌おう〜,,maleソロ,Kōchi,
2016,NHK紅白歌合戦,香西かおり,19.0,すき〜真田丸スペシャルVer.〜,"enka, kayokyoku, japanese classical",femaleソロ,Minato-ku,
2016,NHK紅白歌合戦,髙橋真梨子,4.0,ごめんね…,,femaleソロ,Hatsukaichi,ヘンリー広瀬ペドロ&カプリシャス
2016,NHK紅白歌合戦,,0.0,ふるさと,j-pop,maleソロ,Kōchi,
2016,ベストアーティスト,AI,,,cumbia,femaleソロ,Los Angeles,
2016,ベストアーティスト,E-girls,,,j-pop,Group,New Jersey,
2016,ベストアーティスト,EXILE THE SECOND,,,j-pop,Group,,
2016,ベストアーティスト,GENERATIONS from EXILE TRIBE,,,"j-pop, anime",Group,Japan,
2016,ベストアーティスト,HKT48,,,"c-pop, j-pop",Group,Fukuoka,秋元康（プロデューサー）AKB48グループ
2016,ベストアーティスト,Hey! Say! JUMP,,,j-pop,Group,,
2016,ベストアーティスト,JUJU,,,"j-pop, kayokyoku, j-r&b",femaleソロ,Shōbara,
2016,ベストアーティスト,KinKi Kids,,,j-pop,Group,,プロデューサー山下達郎吉田拓郎藤島ジュリー景子堂島孝平コンサートマスター吉田建
2016,ベストアーティスト,Kis-My-Ft2,,,j-pop,Group,Tokyo,
2016,ベストアーティスト,NEWS,,,classical,Group,Tokyo,
2016,ベストアーティスト,NMB48,,,"c-pop, j-pop",Group,Namba,秋元康（プロデューサー）剱持嘉一AKB48グループ
