artist,total_tv_appearances,spotify_popularity,youtube_hit_appearances,google_trends_score,cluster,spotify_norm,youtube_norm,digital_popularity_score,kmeans_cluster_optimal
ひらめ,1,17.0,0.0,13.935114503816791,1,19.54022988505747,0.0,13.678160919540229,0
まふまふ,1,23.0,0.0,5.748091603053435,1,26.4367816091954,0.0,18.505747126436777,0
ゆず,20,59.0,0.0,37.454198473282446,2,67.81609195402298,0.0,47.47126436781608,3
イルカ,1,40.0,0.0,28.33206106870229,0,45.97701149425287,0.0,32.183908045977006,0
ウタ,2,31.0,0.0,8.061068702290076,1,35.632183908045974,0.0,24.94252873563218,0
エレファントカシマシ,2,0.0,0.0,20.50381679389313,1,0.0,0.0,0.0,1
オースティン・マホーン,1,0.0,0.0,11.202290076335878,1,0.0,0.0,0.0,1
キアラ・セトル,1,0.0,0.0,1.549618320610687,1,0.0,0.0,0.0,1
キタニタツヤ,1,0.0,0.0,13.84732824427481,1,0.0,0.0,0.0,1
キョコロヒー,1,8.0,0.0,21.450381679389317,1,9.195402298850574,0.0,6.4367816091954015,1
クイーン+アダム・ランバート,1,0.0,0.0,34.221374045801525,1,0.0,0.0,0.0,1
クリス松村,1,0.0,0.0,18.438931297709924,1,0.0,0.0,0.0,1
ケツメイシ,1,61.0,0.0,14.702290076335878,0,70.11494252873563,0.0,49.080459770114935,3
ゲスの極み乙女。,4,56.0,0.0,37.1030534351145,0,64.36781609195401,0.0,45.057471264367805,3
コブクロ,6,10.0,0.0,8.820610687022901,1,11.494252873563218,0.0,8.045977011494251,1
ゴスペラーズ,2,0.0,0.0,36.29770992366412,1,0.0,0.0,0.0,1
ゴールデンボンバー,11,1.0,0.0,13.69083969465649,1,1.1494252873563218,0.0,0.8045977011494252,1
サザンオールスターズ,2,0.0,0.0,24.564885496183205,1,0.0,0.0,0.0,1
ジェジュン,9,31.0,0.0,21.35114503816794,2,35.632183908045974,0.0,24.94252873563218,0
ジャニーズJr.,1,0.0,0.0,26.0,1,0.0,0.0,0.0,1
ジャニーズWEST,15,0.0,0.0,40.958015267175576,2,0.0,0.0,0.0,1
スガシカオ,2,0.0,0.0,18.385496183206108,1,0.0,0.0,0.0,1
スキマスイッチ,2,1.0,0.0,31.129770992366414,1,1.1494252873563218,0.0,0.8045977011494252,1
スチャダラパー,1,17.0,0.0,17.83206106870229,1,19.54022988505747,0.0,13.678160919540229,0
スティング,1,13.0,0.0,38.33969465648855,0,14.942528735632184,0.0,10.459770114942527,1
ダイアモンド☆ユカイ,1,0.0,0.0,17.248091603053435,1,0.0,0.0,0.0,1
トータス松本,1,29.0,0.0,3.870229007633588,1,33.33333333333333,0.0,23.33333333333333,0
ナオト・インティライミ,3,0.0,0.0,14.30916030534351,1,0.0,0.0,0.0,1
ハマいく,1,31.0,0.0,1.251908396946565,1,35.632183908045974,0.0,24.94252873563218,0
ビリー・アイリッシュ,1,3.0,0.0,14.797709923664122,1,3.4482758620689653,0.0,2.4137931034482754,1
ビートたけし,1,1.0,0.0,13.064885496183209,1,1.1494252873563218,0.0,0.8045977011494252,1
ピコ太郎,3,0.0,0.0,22.34732824427481,1,0.0,0.0,0.0,1
ブラックビスケッツ,1,0.0,0.0,3.1106870229007635,1,0.0,0.0,0.0,1
ポルノグラフィティ,9,4.0,0.0,27.32442748091603,2,4.597701149425287,0.0,3.2183908045977008,1
マカロニえんぴつ,5,12.0,0.0,25.087786259541986,1,13.793103448275861,0.0,9.655172413793101,1
モーニング娘。'17,1,0.0,0.0,3.0763358778625958,1,0.0,0.0,0.0,1
モーニング娘。MステSPユニット（モーニング娘。’23＆OGメンバー）,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1
レベッカ,1,42.0,0.0,29.8587786259542,0,48.275862068965516,0.0,33.79310344827586,0
レミオロメン,1,53.0,0.0,12.82824427480916,0,60.91954022988505,0.0,42.643678160919535,3
一青窈,1,1.0,0.0,14.9618320610687,1,1.1494252873563218,0.0,0.8045977011494252,1
三代目 J SOUL BROTERS,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1
三代目 J SOUL BROTHERS,3,18.0,0.0,25.47328244274809,1,20.689655172413794,0.0,14.482758620689655,0
三代目 J SOUL BROTHERS from EXILE TRIBE,4,18.0,0.0,23.30152671755725,1,20.689655172413794,0.0,14.482758620689655,0
三代目 J Soul Brothers,8,18.0,0.0,25.47328244274809,2,20.689655172413794,0.0,14.482758620689655,0
三代目 J Soul Brothers from EXILE TRIBE,3,18.0,0.0,23.29770992366412,1,20.689655172413794,0.0,14.482758620689655,0
三山ひろし,10,33.0,0.0,24.23282442748092,2,37.93103448275862,0.0,26.551724137931032,0
三浦大知,15,0.0,0.0,27.0,2,0.0,0.0,0.0,1
三浦祐太朗,1,0.0,0.0,17.041984732824428,1,0.0,0.0,0.0,1
上白石萌音,2,0.0,0.0,27.427480916030536,1,0.0,0.0,0.0,1
丘みどり,3,32.0,0.0,13.622137404580153,1,36.7816091954023,0.0,25.747126436781606,0
中丸雄一,2,0.0,0.0,1.4389312977099236,1,0.0,0.0,0.0,1
中元みずき,2,0.0,0.0,3.4083969465648853,1,0.0,0.0,0.0,1
中島美嘉,3,0.0,0.0,13.759541984732824,1,0.0,0.0,0.0,1
乃木坂46,31,11.0,0.0,38.1793893129771,2,12.643678160919539,0.0,8.850574712643676,1
久保田利伸,1,54.0,0.0,13.34351145038168,0,62.068965517241374,0.0,43.44827586206896,3
亀と山P,2,0.0,0.0,3.732824427480916,1,0.0,0.0,0.0,1
五木ひろし,6,43.0,0.0,15.874045801526718,0,49.42528735632184,0.0,34.59770114942528,3
今井美樹,1,50.0,0.0,17.919847328244273,0,57.47126436781609,0.0,40.22988505747126,3
伊藤蘭,1,10.0,0.0,4.152671755725191,1,11.494252873563218,0.0,8.045977011494251,1
伍代夏子,1,29.0,0.0,9.591603053435117,1,33.33333333333333,0.0,23.33333333333333,0
修二と彰,1,0.0,0.0,23.30916030534351,1,0.0,0.0,0.0,1
倉木麻衣,5,53.0,0.0,22.87404580152672,0,60.91954022988505,0.0,42.643678160919535,3
倖田來未,1,6.0,0.0,24.16412213740458,1,6.896551724137931,0.0,4.827586206896551,1
優里,4,75.0,0.0,24.931297709923665,0,86.20689655172413,0.0,60.34482758620688,2
刀剣男士,1,52.0,0.0,33.4236641221374,0,59.770114942528735,0.0,41.83908045977011,3
加山雄三,1,9.0,0.0,5.923664122137405,1,10.344827586206897,0.0,7.241379310344827,1
北島三郎,1,39.0,0.0,17.759541984732824,0,44.82758620689655,0.0,31.37931034482758,0
北島兄弟,1,8.0,0.0,2.8435114503816794,1,9.195402298850574,0.0,6.4367816091954015,1
南こうせつ,1,33.0,0.0,4.770992366412214,1,37.93103448275862,0.0,26.551724137931032,0
和楽器バンド,2,0.0,0.0,16.591603053435115,1,0.0,0.0,0.0,1
和田アキ子,1,38.0,0.0,22.740458015267176,0,43.678160919540225,0.0,30.574712643678154,0
坂本冬美,10,45.0,0.0,14.591603053435117,2,51.72413793103448,0.0,36.20689655172413,3
堺正章,1,32.0,0.0,13.244274809160306,1,36.7816091954023,0.0,25.747126436781606,0
増田恵子,1,22.0,0.0,7.244274809160306,1,25.287356321839077,0.0,17.70114942528735,0
大原櫻子,1,0.0,0.0,3.030534351145038,1,0.0,0.0,0.0,1
大塚愛,3,0.0,0.0,15.17557251908397,1,0.0,0.0,0.0,1
大森元貴、SAKURA,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
大泉洋,1,11.0,0.0,23.240458015267176,1,12.643678160919539,0.0,8.850574712643676,1
大泉洋、大森元貴、LE SSERAFIM,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1
大竹しのぶ,1,0.0,0.0,10.206106870229007,1,0.0,0.0,0.0,1
大黒摩季,1,13.0,0.0,6.740458015267175,1,14.942528735632184,0.0,10.459770114942527,1
天童よしみ,10,34.0,0.0,19.900763358778622,2,39.08045977011494,0.0,27.356321839080458,0
宇多田ヒカル,1,70.0,2.0,21.23282442748092,0,80.45977011494253,8.0,58.721839080459766,2
安全地帯,1,56.0,0.0,13.5,0,64.36781609195401,0.0,45.057471264367805,3
安室奈美恵,1,47.0,0.0,37.71374045801527,0,54.02298850574712,0.0,37.81609195402298,3
宮本浩次,7,1.0,0.0,12.358778625954198,1,1.1494252873563218,0.0,0.8045977011494252,1
家入レオ,3,6.0,1.0,14.65267175572519,1,6.896551724137931,4.0,6.027586206896551,1
寺尾聰,1,0.0,0.0,3.0114503816793894,1,0.0,0.0,0.0,1
小室哲哉+HYDE,1,0.0,0.0,23.95801526717557,1,0.0,0.0,0.0,1
小林幸子,1,39.0,0.0,23.748091603053435,0,44.82758620689655,0.0,31.37931034482758,0
小沢健二,5,45.0,0.0,11.251908396946565,0,51.72413793103448,0.0,36.20689655172413,3
屋比久知奈,1,0.0,0.0,5.366412213740458,1,0.0,0.0,0.0,1
屋比久知奈＆尾上松也,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
山下智久,1,33.0,0.0,6.255725190839694,1,37.93103448275862,0.0,26.551724137931032,0
山内惠介,10,0.0,0.0,44.51145038167939,2,0.0,0.0,0.0,1
山寺宏一、櫻坂46、Stray Kids,1,0.0,0.0,1.076335877862595,1,0.0,0.0,0.0,1
山崎育三郎,1,0.0,0.0,7.416030534351145,1,0.0,0.0,0.0,1
山本彩,1,2.0,0.0,15.774809160305344,1,2.2988505747126435,0.0,1.6091954022988504,1
岡崎体育,1,45.0,0.0,19.2175572519084,0,51.72413793103448,0.0,36.20689655172413,3
島津亜矢,5,38.0,0.0,14.0381679389313,0,43.678160919540225,0.0,30.574712643678154,0
嵐,20,84.0,0.0,9.541984732824428,2,96.55172413793103,0.0,67.58620689655172,2
嶋大輔,1,21.0,0.0,9.942748091603054,1,24.137931034482758,0.0,16.89655172413793,0
川崎鷹也,1,60.0,2.0,21.083969465648856,0,68.9655172413793,8.0,50.67586206896551,3
工藤静香,2,50.0,0.0,23.736641221374047,0,57.47126436781609,0.0,40.22988505747126,3
市川由紀乃,2,29.0,0.0,19.782442748091604,0,33.33333333333333,0.0,23.33333333333333,0
布袋寅泰,1,0.0,0.0,12.00763358778626,1,0.0,0.0,0.0,1
平井堅,8,56.0,0.0,29.64503816793893,2,64.36781609195401,0.0,45.057471264367805,3
平井大,3,0.0,0.0,25.16793893129771,1,0.0,0.0,0.0,1
平手友梨奈（欅坂46）,1,0.0,0.0,16.206106870229007,1,0.0,0.0,0.0,1
広瀬香美,3,4.0,0.0,17.702290076335878,1,4.597701149425287,0.0,3.2183908045977008,1
後藤真希,1,30.0,0.0,7.591603053435114,1,34.48275862068965,0.0,24.137931034482754,0
德永英明,1,0.0,0.0,34.25954198473283,1,0.0,0.0,0.0,1
新しい学校のリーダーズ,3,0.0,0.0,11.465648854961833,1,0.0,0.0,0.0,1
新浜レオン,1,28.0,0.0,5.530534351145038,1,32.183908045977006,0.0,22.528735632183903,0
日向坂46,16,0.0,0.0,36.221374045801525,2,0.0,0.0,0.0,1
星野源,21,0.0,10.0,4.614503816793893,3,0.0,40.0,12.0,1
有吉弘行、橋本環奈、伊藤沙莉,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
有吉弘行、橋本環奈、伊藤沙莉、 花田ゆういちろう、ながたまや、秋元杏月、 佐久本和夢、じゃじゃまる、ぴっころ、ぽろり、 スプー、みもも、やころ、ルチータ,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
木村カエラ,1,0.0,0.0,19.3206106870229,1,0.0,0.0,0.0,1
木村昴,1,34.0,0.0,26.133587786259543,0,39.08045977011494,0.0,27.356321839080458,0
村方乃々佳,1,35.0,0.0,6.614503816793893,1,40.229885057471265,0.0,28.160919540229884,0
東京スカパラダイスオーケストラ,2,32.0,0.0,15.568702290076336,0,36.7816091954023,0.0,25.747126436781606,0
東京事変,4,0.0,1.0,11.14885496183206,1,0.0,4.0,1.2,1
東京都交響楽団,2,31.0,0.0,13.19465648854962,1,35.632183908045974,0.0,24.94252873563218,0
松たか子,1,51.0,0.0,14.50763358778626,0,58.62068965517241,0.0,41.03448275862068,3
松下奈緒,1,31.0,0.0,16.68320610687023,1,35.632183908045974,0.0,24.94252873563218,0
松任谷由実,3,57.0,0.0,13.099236641221374,0,65.51724137931033,0.0,45.86206896551723,3
松平健,2,33.0,0.0,11.404580152671755,1,37.93103448275862,0.0,26.551724137931032,0
松田聖子,6,59.0,0.0,2.935114503816794,0,67.81609195402298,0.0,47.47126436781608,3
柴咲コウ,1,3.0,0.0,19.27480916030534,1,3.4482758620689653,0.0,2.4137931034482754,1
桐谷健太,2,24.0,0.0,8.022900763358779,1,27.586206896551722,0.0,19.310344827586203,0
桑田佳祐,5,59.0,0.0,17.96946564885496,0,67.81609195402298,0.0,47.47126436781608,3
梅沢富美男,1,0.0,0.0,30.52671755725191,1,0.0,0.0,0.0,1
森七菜,1,37.0,0.0,7.961832061068702,1,42.5287356321839,0.0,29.77011494252873,0
森山直太朗,2,3.0,0.0,17.435114503816795,1,3.4482758620689653,0.0,2.4137931034482754,1
森進一,1,0.0,0.0,6.870229007633588,1,0.0,0.0,0.0,1
森高千里,1,0.0,0.0,19.2175572519084,1,0.0,0.0,0.0,1
椎名林檎,7,11.0,0.0,23.20229007633588,1,12.643678160919539,0.0,8.850574712643676,1
椎名林檎ともも,1,0.0,0.0,0.4885496183206106,1,0.0,0.0,0.0,1
椎名林檎と松崎ナオ,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
槇原敬之,2,23.0,0.0,37.045801526717554,0,26.4367816091954,0.0,18.505747126436777,0
橋本環奈、浜辺美波,1,0.0,0.0,3.9198473282442743,1,0.0,0.0,0.0,1
櫻井翔,1,39.0,0.0,4.385496183206107,1,44.82758620689655,0.0,31.37931034482758,0
櫻坂46,11,63.0,0.0,40.70992366412214,2,72.41379310344827,0.0,50.68965517241379,3
欅坂46,12,0.0,0.0,7.851145038167939,1,0.0,0.0,0.0,1
武田真治,1,23.0,0.0,21.244274809160306,1,26.4367816091954,0.0,18.505747126436777,0
氣志團,1,29.0,0.0,14.3206106870229,1,33.33333333333333,0.0,23.33333333333333,0
水森かおり,10,32.0,0.0,22.3206106870229,2,36.7816091954023,0.0,25.747126436781606,0
氷川きよし,9,44.0,0.0,14.950381679389311,0,50.574712643678154,0.0,35.4022988505747,3
池田エライザ,1,27.0,0.0,3.4656488549618323,1,31.034482758620687,0.0,21.72413793103448,0
浜崎あゆみ,1,0.0,0.0,18.870229007633583,1,0.0,0.0,0.0,1
浜田ばみゅばみゅ,1,0.0,0.0,1.9694656488549616,1,0.0,0.0,0.0,1
清塚信也,2,0.0,0.0,9.557251908396946,1,0.0,0.0,0.0,1
清水美依紗,2,0.0,0.0,9.4618320610687,1,0.0,0.0,0.0,1
渡辺直美,1,26.0,0.0,7.942748091603053,1,29.885057471264368,0.0,20.919540229885055,0
玉置浩二,2,53.0,0.0,12.713740458015268,0,60.91954022988505,0.0,42.643678160919535,3
瑛人,2,34.0,0.0,8.473282442748092,1,39.08045977011494,0.0,27.356321839080458,0
生田絵梨花,2,1.0,0.0,12.083969465648854,1,1.1494252873563218,0.0,0.8045977011494252,1
田島貴男（Original Love）,1,29.0,0.0,0.0,1,33.33333333333333,0.0,23.33333333333333,0
由薫,2,5.0,1.0,7.576335877862595,1,5.747126436781609,4.0,5.222988505747126,1
石丸幹二,2,2.0,0.0,17.790076335877863,1,2.2988505747126435,0.0,1.6091954022988504,1
石川さゆり,12,44.0,0.0,9.931297709923664,2,50.574712643678154,0.0,35.4022988505747,3
福山雅治,16,57.0,0.0,20.64503816793893,2,65.51724137931033,0.0,45.86206896551723,3
福田こうへい,2,0.0,0.0,25.20229007633588,1,0.0,0.0,0.0,1
秦基博,4,2.0,0.0,31.438931297709924,1,2.2988505747126435,0.0,1.6091954022988504,1
稲葉浩志,1,0.0,0.0,9.33206106870229,1,0.0,0.0,0.0,1
竹下景子・武田鉄矢・田中健・松崎しげる,1,0.0,0.0,0.4427480916030534,1,0.0,0.0,0.0,1
竹内まりや,1,0.0,0.0,12.759541984732824,1,0.0,0.0,0.0,1
竹原ピストル,1,1.0,0.0,19.84351145038168,1,1.1494252873563218,0.0,0.8045977011494252,1
篠原涼子,1,41.0,0.0,8.629770992366412,0,47.12643678160919,0.0,32.98850574712643,0
米津玄師,2,0.0,20.0,11.687022900763358,3,0.0,80.0,24.0,0
紅白出演者有志,3,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
紅白有志の皆さん,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
純烈,6,7.0,0.0,21.396946564885496,1,8.045977011494251,0.0,5.632183908045976,1
純烈（ダチョウ倶楽部・有吉弘行）,1,0.0,0.0,0.3816793893129771,1,0.0,0.0,0.0,1
細川たかし,3,38.0,0.0,6.702290076335878,1,43.678160919540225,0.0,30.574712643678154,0
絢香,3,56.0,0.0,26.16030534351145,0,64.36781609195401,0.0,45.057471264367805,3
緑黄色社会,8,0.0,0.0,23.66793893129771,1,0.0,0.0,0.0,1
美炎-BIEN-,1,10.0,0.0,0.0,1,11.494252873563218,0.0,8.045977011494251,1
美輪明宏,1,21.0,0.0,20.15648854961832,1,24.137931034482758,0.0,16.89655172413793,0
花*花,1,71.0,0.0,65.85114503816794,0,81.60919540229885,0.0,57.12643678160919,2
荻野目洋子,2,44.0,0.0,20.1793893129771,0,50.574712643678154,0.0,35.4022988505747,3
菅田将暉,3,0.0,0.0,10.01908396946565,1,0.0,0.0,0.0,1
薬師丸ひろ子,2,51.0,0.0,10.874045801526718,0,58.62068965517241,0.0,41.03448275862068,3
藤あや子,1,29.0,0.0,19.938931297709924,0,33.33333333333333,0.0,23.33333333333333,0
藤井フミヤ,1,46.0,0.0,15.557251908396946,0,52.8735632183908,0.0,37.011494252873554,3
藤井隆,1,39.0,0.0,25.606870229007637,0,44.82758620689655,0.0,31.37931034482758,0
藤井風,3,0.0,0.0,16.67557251908397,1,0.0,0.0,0.0,1
藤原さくら,1,43.0,0.0,15.0,0,49.42528735632184,0.0,34.59770114942528,0
西内まりや,2,0.0,0.0,3.473282442748092,1,0.0,0.0,0.0,1
西野カナ,14,66.0,0.0,10.3206106870229,2,75.86206896551724,0.0,53.103448275862064,2
豊原江理佳,1,1.0,0.0,3.286259541984733,1,1.1494252873563218,0.0,0.8045977011494252,1
近藤真彦,1,0.0,0.0,2.8893129770992365,1,0.0,0.0,0.0,1
郷ひろみ,11,48.0,0.0,15.721374045801529,2,55.172413793103445,0.0,38.620689655172406,3
鈴木雅之,4,54.0,0.0,15.969465648854962,0,62.068965517241374,0.0,43.44827586206896,3
関ジャニ∞,24,0.0,0.0,16.866412213740457,2,0.0,0.0,0.0,1
青山テルマ,1,0.0,0.0,9.145038167938932,1,0.0,0.0,0.0,1
香西かおり,1,37.0,0.0,31.29770992366412,0,42.5287356321839,0.0,29.77011494252873,0
高嶋ちさ子,1,32.0,0.0,12.385496183206106,1,36.7816091954023,0.0,25.747126436781606,0
高橋優,1,13.0,0.0,15.026717557251908,1,14.942528735632184,0.0,10.459770114942527,1
高橋洋子,2,54.0,0.0,8.19083969465649,0,62.068965517241374,0.0,43.44827586206896,3
髙橋真梨子,4,0.0,0.0,12.526717557251908,1,0.0,0.0,0.0,1
麻倉未稀,1,33.0,0.0,4.931297709923665,1,37.93103448275862,0.0,26.551724137931032,0
［Alexandros］,3,62.0,0.0,0.0,0,71.26436781609195,0.0,49.88505747126436,3
